SIT_MATRICULA,RENDA_FAMILIAR,ANO_CONCLUSAO_2_GRAU,RENDA_PER_CAPITA,N_FILHOS,SEXO,PROFISSAO,DESC_CIDADE,DESC_IDIOMA,NIVEL_FALA,NIVEL_COMPREENSAO,NIVEL_ESCRITA,NIVEL_LEITURA,NOTAS,N_FALTAS,CARGA_HOR,ANO_INGRESSO,IDADE_INGRESSO,APROVADO
1,6,2006,8,0,0,0,0,1,0,0,0,0,0.0,32,54,2008,19,0
1,4,1998,10,0,0,1,0,1,0,0,0,0,8.3,2,54,2009,28,1
0,4,1998,10,0,0,1,0,1,0,0,0,0,8.3,0,54,2015,34,1
0,4,2012,3,0,0,0,0,1,1,1,1,2,7.5,12,54,2012,19,1
0,4,2012,3,0,0,0,0,2,2,2,2,2,7.5,12,54,2012,19,1
0,4,2011,8,0,0,0,0,1,0,0,0,0,7.2,8,54,2012,19,1
0,5,2006,8,0,0,1,0,1,1,1,1,1,8.6,8,54,2012,23,1
0,5,2006,8,0,0,1,0,2,1,1,1,2,8.6,8,54,2012,23,1
0,4,2006,8,0,0,0,0,1,2,2,2,3,8.8,0,54,2008,20,1
1,4,2005,8,0,1,0,0,1,0,0,0,0,9.4,2,54,2008,20,1
0,4,2006,8,0,0,0,2,1,2,2,2,3,6.0,2,54,2008,19,1
1,4,1992,8,0,0,0,0,1,1,1,1,2,0.0,44,54,2008,20,0
0,4,2004,8,0,0,0,0,1,3,3,3,3,8.3,2,54,2008,21,1
0,4,2004,8,0,0,0,0,2,2,2,2,2,8.3,2,54,2008,21,1
1,2,2007,0,1,0,1,0,1,1,1,2,2,7.9,4,54,2008,18,1
0,4,2006,8,0,1,0,0,1,1,2,2,2,9.2,2,54,2008,19,1
0,4,2006,8,0,0,0,0,1,2,2,2,2,8.6,2,54,2008,19,1
0,4,2006,8,0,0,0,0,3,1,1,1,1,8.6,2,54,2008,19,1
0,4,1982,8,0,0,1,0,1,0,0,0,0,8.2,0,54,2009,48,1
0,3,2002,8,0,0,1,0,1,2,2,2,2,7.5,2,54,2008,27,1
1,4,2006,8,0,0,0,3,1,0,0,0,0,8.8,18,54,2011,22,0
0,4,2006,2,0,0,0,0,1,0,0,0,0,8.3,8,54,2011,23,1
0,4,2007,8,0,0,0,1,1,2,3,3,3,7.0,4,54,2008,17,1
1,4,2002,8,0,0,0,0,1,0,0,0,0,7.0,10,54,2008,19,1
1,4,2002,8,0,0,0,0,1,2,2,2,3,7.0,8,54,2008,19,1
1,4,2002,8,0,0,0,0,2,1,1,1,1,7.0,8,54,2008,19,1
0,4,2007,8,0,0,0,0,1,0,0,0,0,7.5,0,54,2008,18,1
1,4,2007,8,0,1,0,1,1,1,1,1,1,0.0,40,54,2008,18,0
1,4,2007,8,0,1,0,1,2,2,2,2,3,0.0,40,54,2008,18,0
1,4,2006,8,0,0,0,0,1,0,0,0,0,6.5,0,54,2008,20,1
1,4,1997,8,0,0,1,0,1,2,3,2,3,6.8,4,54,2008,29,1
0,2,2007,8,0,0,0,0,1,1,2,1,2,7.5,0,54,2008,18,1
1,4,2002,8,0,0,1,0,1,0,0,0,0,7.0,6,54,2008,24,1
0,4,2007,3,0,0,0,0,1,2,2,2,2,6.5,0,54,2008,19,1
0,4,2007,8,0,0,0,0,1,2,2,1,2,7.0,6,54,2008,18,1
1,4,2006,5,0,0,0,0,1,0,0,0,0,9.0,6,54,2008,20,1
0,4,2000,8,0,0,1,1,1,0,0,0,0,8.3,0,54,2008,25,1
0,4,2006,5,0,0,0,0,1,0,0,0,0,9.0,0,54,2016,28,1
0,4,2006,8,0,0,0,0,1,0,0,0,0,9.3,0,54,2009,20,1
1,4,2007,8,0,0,0,3,1,0,0,0,0,7.8,0,54,2009,19,1
0,4,2010,8,0,1,0,3,1,0,0,0,0,7.6,10,54,2011,17,1
0,6,2008,8,0,0,0,0,1,0,0,0,0,7.0,6,54,2009,18,1
0,3,2008,8,0,0,0,1,1,0,0,0,0,8.0,0,54,2009,19,1
0,0,2008,0,0,0,1,0,1,1,2,2,2,8.0,0,54,2009,18,1
0,0,2008,0,0,0,1,0,2,2,2,2,2,8.0,0,54,2009,18,1
1,0,2008,8,0,0,0,0,1,1,1,1,1,7.0,0,54,2009,18,1
1,0,2008,8,0,0,0,0,2,1,2,1,2,7.0,0,54,2009,18,1
1,0,2007,10,0,0,0,0,1,2,2,2,2,7.0,6,54,2009,19,1
0,0,2006,3,0,0,0,0,1,3,3,3,3,8.3,0,54,2009,21,1
0,0,2005,10,0,0,0,2,1,0,0,0,0,9.0,0,54,2010,22,1
0,3,2007,10,0,0,0,0,1,1,1,1,1,6.8,10,54,2010,20,1
1,0,2007,8,0,0,1,0,1,0,0,0,0,7.3,6,54,2009,19,1
0,0,2008,3,0,0,0,0,1,3,3,3,3,7.0,6,54,2009,19,1
0,4,2009,4,0,0,1,0,1,3,3,3,3,8.3,0,54,2010,18,1
0,3,2009,3,0,0,1,3,1,0,0,0,0,8.5,0,54,2010,19,1
0,0,2009,10,0,0,1,0,1,3,3,3,3,8.0,10,54,2010,18,1
0,0,2009,10,0,0,1,0,2,1,3,1,3,8.0,10,54,2010,18,1
1,0,2002,10,0,0,0,0,1,0,0,0,0,8.6,6,54,2010,20,1
0,0,2008,10,0,0,0,0,1,1,1,1,1,8.8,0,54,2010,19,1
0,0,2008,10,0,0,0,0,2,1,2,1,2,8.8,0,54,2010,19,1
0,0,2009,10,0,0,0,0,1,3,2,2,3,8.4,0,54,2010,19,1
0,0,2007,0,0,0,0,0,1,2,3,2,3,7.0,8,54,2009,20,1
0,0,2008,10,0,0,0,0,1,0,0,0,0,7.0,0,54,2009,19,1
0,0,2008,0,0,0,0,3,1,2,3,2,3,7.0,6,54,2009,18,1
0,5,2007,0,0,0,0,0,1,1,2,1,1,8.4,8,54,2011,21,1
1,4,2000,3,0,1,1,0,1,3,3,2,2,9.3,10,54,2012,29,1
0,4,2013,10,0,1,0,0,1,1,1,1,1,6.7,0,54,2013,19,1
0,4,2008,1,0,0,0,0,1,0,0,0,0,7.0,2,54,2010,19,1
0,4,2007,8,0,0,0,3,1,0,0,0,0,6.0,0,54,2009,20,1
0,2,2007,10,0,0,0,0,1,1,2,1,2,6.9,12,54,2010,20,1
0,4,2007,8,0,0,0,2,1,0,0,0,0,7.0,2,54,2009,21,1
1,4,2007,8,0,0,0,0,1,0,0,0,0,7.0,8,54,2010,20,1
0,4,2004,8,0,0,0,0,1,3,3,3,3,8.0,0,54,2009,22,1
0,4,2007,8,0,0,0,0,1,3,3,3,3,8.3,1,54,2010,20,1
1,5,1996,2,1,0,1,0,1,2,2,2,2,0.0,28,54,2010,35,0
1,5,1996,2,1,0,1,0,1,2,2,2,2,7.0,8,54,2010,35,1
0,4,2007,8,0,0,0,2,1,3,3,3,3,8.0,18,54,2010,20,0
0,4,2007,8,0,0,0,2,2,1,2,1,2,8.0,18,54,2010,20,0
0,0,2009,10,0,0,0,0,1,1,1,1,1,8.9,16,54,2010,18,1
0,5,2009,8,0,0,0,0,1,2,2,2,2,9.8,0,54,2010,18,1
1,0,2009,10,0,0,1,0,1,3,3,2,3,9.3,0,54,2010,18,1
0,4,2008,0,0,0,0,0,2,2,2,2,2,1.5,19,54,2010,20,0
0,4,2008,0,0,0,0,0,1,2,2,2,2,1.5,19,54,2010,20,0
0,4,2008,0,0,0,0,0,4,1,2,1,2,1.5,19,54,2010,20,0
0,4,2008,0,0,0,0,0,2,2,2,2,2,4.6,5,54,2010,20,0
0,4,2008,0,0,0,0,0,1,2,2,2,2,4.6,5,54,2010,20,0
0,4,2008,0,0,0,0,0,4,1,2,1,2,4.6,5,54,2010,20,0
0,0,2008,10,0,0,0,0,1,0,0,0,0,6.5,10,54,2010,20,1
0,0,2009,10,0,0,0,0,1,0,0,0,0,7.0,10,54,2010,19,1
0,0,2009,10,0,0,0,0,1,0,0,0,0,4.0,0,54,2010,19,0
0,0,2009,10,0,0,0,0,1,3,3,2,3,4.0,0,54,2010,18,0
0,0,2009,10,0,0,0,0,2,1,3,1,3,4.0,0,54,2010,18,0
0,0,2009,10,0,0,0,0,1,3,3,2,3,6.8,6,54,2010,18,1
0,0,2009,10,0,0,0,0,2,1,3,1,3,6.8,6,54,2010,18,1
1,0,2009,10,0,0,0,0,1,0,0,0,0,0.0,10,54,2010,18,0
0,3,2008,1,0,0,0,0,2,3,3,2,3,9.8,0,54,2010,18,1
0,3,2008,1,0,0,0,0,1,3,3,3,3,9.8,0,54,2010,18,1
0,3,2009,1,0,0,0,4,1,0,0,0,0,8.5,0,54,2010,18,1
0,4,2002,8,0,0,0,3,1,0,0,0,0,6.0,0,54,2010,28,1
0,0,2009,10,0,0,0,3,1,2,2,2,2,7.3,8,54,2010,18,1
0,0,2009,10,0,0,0,2,1,0,0,0,0,7.7,10,54,2010,18,1
0,0,2009,10,0,0,1,2,1,0,0,0,0,6.0,8,54,2010,19,1
1,0,2009,10,0,1,0,0,1,0,0,0,0,0.0,44,54,2010,17,0
1,0,2009,10,0,1,0,0,1,0,0,0,0,0.0,34,54,2010,17,0
1,0,2009,10,0,1,0,0,1,0,0,0,0,0.0,88,54,2010,17,0
1,0,2009,10,0,1,0,0,1,0,0,0,0,0.0,76,54,2010,17,0
1,0,2009,4,0,0,0,0,1,0,0,0,0,9.9,0,54,2010,18,1
0,4,2009,8,0,1,0,1,1,1,1,1,1,9.4,0,54,2010,19,1
0,2,2009,0,0,0,0,0,1,3,3,3,3,9.5,4,54,2010,18,1
0,6,2009,8,0,1,0,3,2,1,2,2,2,9.0,5,54,2010,18,1
0,6,2009,8,0,1,0,3,1,2,2,2,2,9.0,5,54,2010,18,1
0,0,2009,10,0,0,0,0,1,0,0,0,0,7.4,4,54,2010,17,1
0,3,2007,2,0,0,0,2,1,0,0,0,0,7.3,18,54,2010,21,0
0,4,2008,8,0,1,0,3,1,0,0,0,0,7.8,7,54,2011,21,1
0,0,2006,10,0,0,0,0,1,2,2,2,3,9.0,0,54,2011,20,1
0,0,2010,10,0,1,0,0,2,2,2,2,2,8.3,5,54,2011,17,1
0,0,2010,10,0,1,0,0,1,1,2,1,2,8.3,5,54,2011,17,1
0,0,2010,10,0,1,0,0,3,3,3,3,3,8.3,5,54,2011,17,1
0,4,2008,10,0,0,0,1,1,0,0,0,0,8.2,4,54,2013,22,1
0,0,2010,0,0,0,0,0,1,0,0,0,0,8.8,18,54,2011,18,0
0,0,2010,8,0,1,0,0,1,2,2,1,2,9.0,0,54,2011,19,1
0,0,2010,10,0,0,0,0,2,2,2,1,3,9.2,2,54,2012,19,1
0,0,2010,10,0,0,0,0,1,1,2,1,2,9.2,2,54,2012,19,1
0,4,2010,10,0,0,0,3,1,1,1,1,1,1.0,20,54,2014,21,0
0,0,2010,8,0,1,0,0,1,3,3,3,3,9.0,0,54,2011,18,1
0,2,2005,0,0,1,0,0,1,0,0,0,0,6.8,16,54,2011,24,1
0,2,2005,0,0,1,0,0,1,0,0,0,0,0.0,88,54,2011,24,0
0,0,2009,8,0,1,0,0,1,2,2,2,2,9.0,0,54,2011,19,1
0,0,2010,0,0,0,0,0,1,2,2,2,2,8.4,6,54,2011,18,1
0,0,2010,0,0,0,0,0,2,1,1,1,1,8.4,6,54,2011,18,1
0,0,2010,0,0,0,0,3,1,2,2,3,3,9.0,0,54,2011,16,1
0,0,2010,0,0,0,0,3,2,2,2,2,2,9.0,0,54,2011,16,1
0,4,2010,5,0,0,0,3,1,0,0,0,0,9.0,0,54,2011,18,1
1,0,2007,0,0,0,1,1,1,1,1,1,1,9.0,2,54,2011,23,1
1,0,2007,0,0,0,1,1,4,1,1,1,1,9.0,2,54,2011,23,1
0,4,2008,8,0,0,0,0,1,1,1,1,2,4.4,16,54,2011,21,0
0,4,2008,8,0,0,0,0,2,1,1,1,1,4.4,16,54,2011,21,0
0,4,2008,8,0,0,0,0,1,1,1,1,2,6.9,12,54,2011,21,1
0,4,2008,8,0,0,0,0,2,1,1,1,1,6.9,12,54,2011,21,1
0,3,1993,3,0,0,1,0,1,1,1,1,1,6.6,0,54,2011,37,1
0,4,2001,8,0,0,0,2,1,0,0,0,0,6.4,33,54,2011,28,0
0,5,2002,8,0,0,0,0,1,2,3,2,3,7.3,8,54,2011,20,1
0,5,2002,8,0,0,0,0,1,2,3,2,3,7.9,18,54,2011,20,0
0,4,2008,8,0,0,0,3,1,1,1,1,1,7.3,8,54,2011,20,1
0,3,2009,10,0,1,1,0,1,3,3,2,3,8.9,8,54,2011,19,1
0,3,2009,10,0,1,1,0,3,1,1,1,1,8.9,8,54,2011,19,1
0,4,2010,8,0,1,0,0,2,2,3,2,3,7.2,8,54,2012,21,1
0,4,2010,8,0,1,0,0,1,1,2,1,3,7.2,8,54,2012,21,1
1,4,2011,0,0,1,1,1,1,0,0,0,0,8.0,0,54,2012,18,1
0,4,2011,8,0,0,0,0,1,0,0,0,0,9.9,6,54,2012,18,1
1,4,2001,8,0,0,0,0,1,0,0,0,0,7.2,0,54,2012,28,1
0,4,2008,8,0,0,0,0,2,1,1,2,2,7.3,18,54,2012,22,0
0,5,2008,5,0,0,1,0,1,0,0,0,0,8.0,4,54,2011,20,1
0,4,2009,8,0,0,0,0,1,1,2,2,1,9.5,4,54,2011,21,1
0,4,2009,8,0,0,0,0,2,2,3,2,2,9.5,4,54,2011,21,1
0,0,2010,8,0,0,0,0,1,0,0,0,0,7.7,13,54,2011,19,1
0,4,2009,8,0,0,0,0,1,3,3,3,3,8.7,17,54,2011,19,0
0,4,2011,8,0,0,0,0,1,0,0,0,0,4.6,2,54,2013,19,0
0,0,2010,10,0,0,0,2,1,0,0,0,0,9.4,0,54,2014,22,1
0,0,2009,0,0,0,0,0,1,0,0,0,0,4.8,34,54,2011,19,0
0,0,2009,0,0,0,0,0,1,0,0,0,0,0.0,34,54,2011,19,0
0,0,2009,0,0,0,0,0,1,0,0,0,0,4.2,20,54,2011,19,0
0,0,2009,10,0,0,0,0,1,1,1,2,2,6.3,8,54,2012,21,1
0,0,2009,10,0,0,0,0,1,3,3,3,3,8.2,8,54,2012,19,1
0,0,2011,10,0,0,0,0,1,0,0,0,0,10.0,2,54,2012,17,1
1,0,2011,10,0,0,0,0,1,0,0,0,0,7.4,14,54,2012,19,1
0,2,2007,10,0,1,0,0,2,2,2,2,3,0.0,44,54,2012,22,0
0,2,2007,10,0,1,0,0,2,2,2,2,3,0.5,22,54,2012,22,0
0,0,2008,10,0,0,1,3,1,0,0,0,0,7.9,4,54,2012,20,1
0,0,2006,10,0,0,1,1,1,2,3,3,3,8.8,6,54,2012,22,1
0,0,2006,10,0,0,1,1,2,2,2,1,2,8.8,6,54,2012,22,1
0,0,2011,10,0,0,0,2,1,0,0,0,0,7.7,4,54,2012,18,1
0,0,2010,10,0,0,0,1,1,0,0,0,0,9.0,2,54,2012,21,1
0,4,2007,8,0,0,0,0,1,2,3,2,3,8.7,0,54,2013,23,1
0,4,2010,8,0,0,1,0,1,0,0,0,0,5.3,20,54,2013,20,0
0,4,2010,8,0,0,1,0,1,0,0,0,0,6.7,14,54,2013,20,1
0,0,2012,10,0,0,0,0,1,0,0,0,0,9.6,0,54,2013,18,1
0,4,2011,8,0,1,0,0,1,0,0,0,0,7.3,4,54,2012,18,1
0,4,2010,8,0,1,0,0,4,2,2,1,3,7.9,8,54,2012,20,1
0,4,2010,8,0,1,0,0,1,1,2,2,3,7.9,8,54,2012,20,1
0,0,2011,0,0,0,0,3,1,0,0,0,0,9.3,1,54,2012,18,1
0,4,2012,8,0,1,0,1,1,0,0,0,0,8.5,10,54,2013,18,1
0,4,2012,8,0,0,0,0,1,0,0,0,0,9.7,0,54,2013,18,1
0,0,2009,10,0,0,0,0,1,1,2,2,2,6.8,0,54,2013,21,1
0,0,2011,10,0,0,0,3,1,2,3,3,3,7.8,4,54,2012,18,1
0,4,2010,8,0,0,0,0,1,0,0,0,0,6.0,16,54,2012,19,1
0,0,2012,0,0,0,0,0,1,3,3,3,3,7.8,14,54,2012,18,1
0,0,2012,0,0,0,0,0,3,1,1,1,1,7.8,14,54,2012,18,1
0,0,2012,0,0,0,0,0,2,1,1,1,1,7.8,14,54,2012,18,1
0,0,2011,10,0,0,0,2,1,1,1,1,1,8.8,10,54,2012,18,1
0,0,2011,0,0,1,0,1,1,1,1,1,1,6.6,6,54,2012,18,1
0,0,2012,0,0,0,0,0,1,0,0,0,0,8.8,6,54,2012,17,1
1,0,2011,10,0,0,0,0,1,3,3,2,3,8.8,2,54,2012,18,1
0,4,2007,8,0,1,0,0,1,0,0,0,0,7.5,2,54,2012,22,1
0,0,2011,0,0,0,0,4,1,1,1,2,2,8.8,6,54,2012,18,1
0,4,2011,8,0,0,0,0,1,2,2,3,3,8.8,4,54,2012,18,1
0,3,2003,2,0,0,1,2,1,2,2,3,3,5.3,16,54,2012,27,0
0,0,2011,0,0,0,0,1,1,0,0,0,0,5.0,8,54,2012,18,0
0,0,2011,0,0,0,0,1,1,0,0,0,0,0.0,16,54,2012,18,0
0,4,2004,8,0,0,0,0,1,2,2,2,2,7.3,16,54,2012,26,1
0,4,2013,8,0,0,0,3,1,0,0,0,0,8.9,0,54,2014,18,1
1,0,2012,10,0,0,0,0,1,1,1,1,1,7.5,10,54,2014,19,1
0,0,2001,10,0,0,0,0,1,2,2,2,2,7.6,8,54,2014,21,1
0,0,1997,10,0,0,0,0,2,1,2,1,3,7.6,8,54,2014,21,1
0,4,2010,10,0,0,0,1,1,2,2,2,3,3.4,20,54,2013,20,0
0,4,2010,10,0,0,0,1,1,2,2,2,3,6.0,15,54,2013,20,1
0,0,2012,10,0,0,0,0,1,2,3,3,3,8.3,4,54,2013,18,1
0,0,2012,10,0,0,0,0,2,1,2,2,3,8.3,4,54,2013,18,1
0,0,2013,10,0,0,0,0,1,2,2,2,2,8.2,0,54,2013,21,1
0,0,2013,10,0,0,0,0,4,2,2,2,2,8.2,0,54,2013,21,1
0,4,2008,10,0,1,0,1,1,1,1,1,1,7.4,16,54,2013,22,1
0,4,2012,8,0,1,0,1,1,3,3,3,3,6.7,14,54,2013,18,1
0,4,2012,8,0,1,0,1,2,1,1,1,2,6.7,14,54,2013,18,1
0,0,2011,10,0,0,0,0,1,3,3,3,3,4.8,10,54,2013,19,0
0,4,2010,10,0,0,0,1,1,2,2,2,3,0.0,58,54,2013,20,0
1,0,2011,10,0,1,0,0,1,0,0,0,0,7.9,0,54,2014,20,1
0,0,2011,0,0,0,0,1,1,0,0,0,0,6.6,8,54,2012,18,1
0,0,2011,0,0,0,0,1,1,0,0,0,0,0.0,68,54,2012,18,0
1,4,2007,8,0,1,0,0,1,2,2,2,2,0.0,80,54,2012,23,0
0,0,2011,0,0,1,0,1,1,1,1,1,1,6.3,4,54,2012,18,1
1,4,2007,8,0,1,0,0,1,2,2,2,2,1.3,50,54,2012,23,0
0,0,2011,10,0,0,0,3,1,2,3,3,3,7.2,10,54,2012,18,1
0,5,2001,7,0,0,1,1,1,3,3,3,3,7.2,4,54,2013,29,1
0,0,2012,0,0,1,0,1,1,0,0,0,0,7.9,0,54,2012,17,1
1,5,2011,8,0,0,1,0,1,0,0,0,0,0.0,70,54,2013,20,0
0,4,2007,8,0,0,0,0,1,2,3,2,3,8.4,2,54,2013,23,1
0,0,2010,10,0,0,0,1,1,0,0,0,0,4.0,2,54,2012,21,0
0,0,2006,10,0,0,1,1,1,2,3,3,3,2.6,20,54,2012,22,0
0,0,2006,10,0,0,1,1,2,2,2,1,2,2.6,20,54,2012,22,0
0,0,2008,10,0,0,1,3,1,0,0,0,0,7.5,0,54,2012,20,1
0,2,2007,10,0,1,0,0,2,2,2,2,3,3.0,8,54,2012,22,0
0,0,2011,0,0,1,0,0,1,0,0,0,0,6.4,8,54,2012,18,1
0,0,2011,10,0,0,0,0,1,0,0,0,0,7.6,0,54,2012,19,1
0,0,2009,0,0,0,0,0,1,0,0,0,0,0.0,70,54,2011,19,0
0,4,2009,8,0,0,0,0,1,3,3,3,3,9.3,4,54,2011,19,1
0,5,2008,5,0,0,1,0,1,0,0,0,0,7.8,8,54,2011,20,1
0,4,2008,8,0,0,0,0,2,1,1,2,2,5.8,0,54,2012,22,0
0,4,2005,8,0,0,1,1,1,1,1,1,2,6.7,0,54,2012,25,1
0,4,2009,8,0,0,1,0,1,0,0,0,0,7.0,2,54,2012,20,1
0,4,2010,8,0,1,0,0,2,2,3,2,3,1.3,20,54,2012,21,0
0,4,2010,8,0,1,0,0,1,1,2,1,3,1.3,20,54,2012,21,0
0,4,2011,8,0,0,0,0,1,0,0,0,0,7.6,4,54,2012,18,1
0,5,1997,8,0,0,0,0,1,2,3,2,3,6.5,12,54,2011,20,1
0,4,2001,8,0,0,0,2,1,0,0,0,0,6.0,10,54,2011,28,1
0,4,2008,8,0,0,0,0,1,1,1,1,2,0.0,32,54,2011,21,0
0,4,2008,8,0,0,0,0,2,1,1,1,1,0.0,32,54,2011,21,0
0,0,2010,3,0,0,0,0,1,3,3,3,3,5.5,10,54,2011,17,0
0,0,2010,3,0,0,0,0,3,3,3,3,3,5.5,10,54,2011,17,0
0,0,2010,3,0,0,0,0,2,2,2,2,2,5.5,10,54,2011,17,0
0,0,2010,0,0,0,0,3,1,2,2,3,3,8.4,8,54,2011,16,1
0,0,2010,0,0,0,0,3,2,2,2,2,2,8.4,8,54,2011,16,1
0,4,2010,5,0,0,0,3,1,0,0,0,0,8.0,6,54,2011,18,1
0,0,2009,8,0,1,0,0,1,2,2,2,2,6.5,6,54,2011,19,1
0,0,2010,0,0,0,0,0,1,2,2,2,2,6.2,0,54,2011,18,1
0,0,2010,0,0,0,0,0,2,1,1,1,1,6.2,0,54,2011,18,1
0,2,2005,0,0,1,0,0,1,0,0,0,0,6.0,4,54,2011,24,1
0,0,2010,8,0,1,0,0,1,3,3,3,3,7.5,0,54,2011,18,1
0,0,2010,10,0,0,0,0,2,2,2,1,3,7.4,12,54,2012,19,1
0,0,2010,10,0,0,0,0,1,1,2,1,2,7.4,12,54,2012,19,1
0,0,2010,8,0,1,0,0,1,2,2,1,2,6.0,6,54,2011,19,1
1,4,2010,8,1,0,1,3,1,1,1,1,1,0.5,60,54,2011,19,0
1,4,2010,8,1,0,1,3,2,1,1,1,1,0.5,60,54,2011,19,0
1,0,2009,10,0,0,0,0,1,0,0,0,0,6.9,4,54,2011,19,1
0,4,2008,8,0,1,0,3,1,0,0,0,0,6.0,2,54,2011,21,1
0,0,2009,10,0,0,0,0,1,0,0,0,0,4.0,8,54,2010,17,0
0,5,2009,8,0,0,0,0,1,2,2,2,2,6.7,10,54,2010,18,1
0,2,2009,0,0,0,0,0,1,3,3,3,3,7.0,6,54,2010,18,1
0,4,2009,8,0,1,0,1,1,1,1,1,1,8.7,0,54,2010,19,1
0,0,2009,10,0,0,1,2,1,0,0,0,0,7.3,8,54,2010,19,1
0,0,2009,10,0,0,0,3,1,2,2,2,2,7.5,6,54,2010,18,1
0,0,2009,10,0,0,0,2,1,0,0,0,0,6.8,8,54,2010,18,1
0,4,2002,8,0,0,0,3,1,0,0,0,0,6.0,0,54,2010,28,1
0,3,2009,1,0,0,0,4,1,0,0,0,0,7.0,10,54,2010,18,1
0,3,2008,1,0,0,0,0,2,3,3,2,3,8.5,2,54,2010,18,1
0,3,2008,1,0,0,0,0,1,3,3,3,3,8.5,2,54,2010,18,1
0,0,2009,10,0,0,0,0,1,3,3,2,3,1.7,50,54,2010,18,0
0,0,2009,10,0,0,0,0,2,1,3,1,3,1.7,50,54,2010,18,0
0,0,2009,10,0,0,0,0,1,0,0,0,0,3.3,6,54,2010,19,0
0,0,2008,10,0,0,0,0,1,0,0,0,0,6.5,10,54,2010,20,1
0,0,2009,10,0,0,0,0,1,1,1,1,1,7.0,4,54,2010,18,1
0,4,2007,8,0,0,0,2,1,3,3,3,3,6.0,0,54,2010,20,1
0,4,2007,8,0,0,0,2,2,1,2,1,2,6.0,0,54,2010,20,1
1,4,1984,8,0,0,0,3,1,0,0,0,0,8.0,0,54,2010,25,1
0,0,2009,10,0,0,0,0,1,3,3,2,3,0.0,32,54,2010,18,0
0,0,2009,10,0,0,0,0,2,1,3,1,3,0.0,32,54,2010,18,0
0,4,2007,8,0,0,0,0,1,3,3,3,3,6.4,6,54,2010,20,1
0,4,2004,8,0,0,0,0,1,3,3,3,3,6.2,8,54,2009,22,1
1,4,2007,8,0,0,0,0,1,0,0,0,0,7.7,0,54,2010,20,1
0,2,2007,10,0,0,0,0,1,1,2,1,2,7.7,8,54,2010,20,1
0,4,2007,8,0,0,0,2,1,0,0,0,0,8.4,0,54,2009,21,1
0,4,2007,8,0,0,0,3,1,0,0,0,0,1.8,28,54,2009,20,0
0,4,2008,1,0,0,0,0,1,0,0,0,0,8.0,6,54,2010,19,1
0,4,2008,1,0,0,0,0,1,0,0,0,0,4.5,8,54,2010,19,0
1,2,2003,0,0,0,0,1,1,1,1,1,1,1.5,20,54,2010,25,0
1,4,2000,3,0,1,1,0,1,3,3,2,2,7.7,0,54,2012,29,1
0,5,2007,0,0,0,0,0,1,1,2,1,1,5.0,6,54,2011,21,0
0,5,2007,0,0,0,0,0,1,1,2,1,1,6.9,6,54,2011,21,1
0,0,2008,0,0,0,0,3,1,2,3,2,3,0.0,80,54,2009,18,0
0,0,2008,0,0,0,0,3,1,2,3,2,3,6.0,15,54,2009,18,1
0,0,2007,0,0,0,0,0,1,2,3,2,3,7.0,2,54,2009,20,1
0,0,2008,10,0,0,0,0,1,0,0,0,0,7.5,2,54,2009,19,1
0,0,2009,10,0,0,0,0,1,3,2,2,3,10.0,0,54,2010,19,1
0,0,2008,10,0,0,0,0,1,1,1,1,1,6.3,5,54,2010,19,1
0,0,2008,10,0,0,0,0,2,1,2,1,2,6.3,5,54,2010,19,1
0,0,2009,10,0,0,1,0,1,3,3,3,3,5.5,14,54,2010,18,0
0,0,2009,10,0,0,1,0,2,1,3,1,3,5.5,14,54,2010,18,0
0,3,2009,3,0,0,1,3,1,0,0,0,0,5.0,8,54,2010,19,0
0,3,2009,3,0,0,1,3,1,0,0,0,0,7.7,8,54,2010,19,1
0,4,2009,4,0,0,1,0,1,3,3,3,3,6.3,10,54,2010,18,1
0,0,2008,3,0,0,0,0,1,3,3,3,3,7.5,4,54,2009,19,1
0,0,2008,0,0,0,1,0,1,1,2,2,2,6.2,5,54,2009,18,1
0,0,2008,0,0,0,1,0,2,2,2,2,2,6.2,5,54,2009,18,1
0,0,2006,3,0,0,0,0,1,3,3,3,3,8.0,2,54,2009,21,1
0,3,2008,8,0,0,0,1,1,0,0,0,0,1.5,10,54,2009,19,0
0,6,2008,8,0,0,0,0,1,0,0,0,0,6.3,8,54,2009,18,1
0,6,2008,8,0,0,0,0,1,0,0,0,0,4.4,10,54,2009,18,0
0,4,2010,8,0,1,0,3,1,0,0,0,0,4.3,0,54,2011,17,0
0,4,2006,8,0,0,0,0,1,0,0,0,0,6.0,2,54,2009,20,1
1,4,2007,8,0,0,0,3,1,0,0,0,0,0.0,66,54,2009,19,0
1,4,2007,8,0,0,0,3,1,0,0,0,0,0.0,60,54,2009,19,0
1,4,2007,8,0,0,0,3,1,0,0,0,0,0.3,40,54,2009,19,0
1,4,2007,8,0,0,0,3,1,0,0,0,0,0.0,80,54,2009,19,0
0,4,2006,5,0,0,0,0,1,0,0,0,0,7.8,0,54,2016,28,1
0,4,2000,8,0,0,1,1,1,0,0,0,0,7.3,10,54,2008,25,1
1,4,2006,5,0,0,0,0,1,0,0,0,0,1.0,10,54,2008,20,0
1,4,2006,5,0,0,0,0,1,0,0,0,0,7.8,10,54,2008,20,1
0,4,2007,3,0,0,0,0,1,2,2,2,2,7.5,8,54,2008,19,1
1,4,2002,8,0,0,1,0,1,0,0,0,0,7.0,8,54,2008,24,1
